x,r
-114.2906541,55
-113.9767005,55
-113.6627468,55
-113.3487932,55
-113.0348395,55
-112.7208859,55
-112.4069323,55
-112.0929786,55
-111.779025,55
-111.4650713,55
-111.1511177,55
-110.837164,55
-110.5232104,55
-110.2092567,55
-109.8953031,55
-109.5813494,55
-109.2673958,55
-108.9534421,55
-108.6394885,55
-108.3255348,55
-108.0115812,55
-107.6976275,55
-107.3836739,55
-107.0697202,55
-106.7557666,55
-106.4418129,55
-106.1278593,55
-105.8139056,55
-105.499952,55
-105.1859984,55
-104.8720447,55
-104.5580911,55
-104.2441374,55
-103.9301838,55
-103.6162301,55
-103.3022765,55
-102.9883228,55
-102.6743692,55
-102.3604155,55
-102.0464619,55
-101.7325082,55
-101.4185546,55
-101.1046009,55
-100.7906473,55
-100.4766936,55
-100.16274,55
-99.84878634,55
-99.53483269,55
-99.22087904,55
-98.90692539,55
-98.59297175,55
-98.2790181,54.99999355
-97.96506516,54.99938791
-97.65111568,54.99779662
-97.33717273,54.99521968
-97.02323943,54.99165712
-96.70931886,54.98710897
-96.39541411,54.98157528
-96.08152828,54.97505611
-95.76766447,54.96755151
-95.45382576,54.95906156
-95.14001526,54.94958635
-94.82623605,54.93912597
-94.51249123,54.92768052
-94.19878388,54.91525012
-93.88511711,54.90183488
-93.57149401,54.88743494
-93.25791765,54.87205045
-92.94439114,54.85568154
-92.63091757,54.83832839
-92.31750003,54.81999117
-92.00414159,54.80067005
-91.69084537,54.78036523
-91.37761443,54.75907691
-91.06445187,54.73680529
-90.75136078,54.7135506
-90.43834424,54.68931306
-90.12540534,54.66409292
-89.81254716,54.63789042
-89.49977279,54.61070582
-89.1870853,54.58253939
-88.87448778,54.55339141
-88.56198332,54.52326216
-88.24957499,54.49215195
-87.93726586,54.46006107
-87.62505903,54.42698984
-87.31295757,54.39293859
-87.00096454,54.35790766
-86.68908304,54.32189739
-86.37731613,54.28490814
-86.06566688,54.24694027
-85.75413837,54.20799415
-85.44273367,54.16807016
-85.13145585,54.12716872
-84.82030797,54.0852902
-84.50929311,54.04243504
-84.19841432,53.99860364
-83.88767467,53.95379645
-83.57707723,53.9080139
-83.26662506,53.86125644
-82.95632121,53.81352455
-82.64616875,53.76481867
-82.33617073,53.71513931
-82.0263302,53.66448694
-81.71665023,53.61286207
-81.40713386,53.5602652
-81.09778415,53.50669685
-80.78860414,53.45215756
-80.47959689,53.39664785
-80.17076543,53.34016828
-79.86211281,53.2827194
-79.55364208,53.22430179
-79.24535627,53.164916
-78.93725842,53.10456263
-78.62935157,53.04324228
