StartCurve
-200.0,57.0,1.0
-199.2441811,57.0,1.0
-198.4883621,57.0,1.0
-197.7325432,57.0,1.0
-196.9767243,57.0,1.0
-196.2209053,57.0,1.0
-195.4650864,57.0,1.0
-194.7092675,57.0,1.0
-193.9534485,57.0,1.0
-193.1976296,57.0,1.0
-192.4418107,57.0,1.0
-191.6859917,57.0,1.0
-190.9301728,57.0,1.0
-190.1743539,57.0,1.0
-189.418535,57.0,1.0
-188.662716,57.0,1.0
-187.9068971,57.0,1.0
-187.1510782,57.0,1.0
-186.3952592,57.0,1.0
-185.6394403,57.0,1.0
-184.8836214,57.0,1.0
-184.1278024,57.0,1.0
-183.3719835,57.0,1.0
-182.6161646,57.0,1.0
-181.8603456,57.0,1.0
-181.1045267,57.0,1.0
-180.3487078,57.0,1.0
-179.5928888,57.0,1.0
-178.8370699,57.0,1.0
-178.081251,57.0,1.0
-177.325432,57.0,1.0
-176.5696131,57.0,1.0
-175.8137942,57.0,1.0
-175.0579752,57.0,1.0
-174.3021563,57.0,1.0
-173.5463374,57.0,1.0
-172.7905185,57.0,1.0
-172.0346995,57.0,1.0
-171.2788806,57.0,1.0
-170.5230617,57.0,1.0
-169.7672427,57.0,1.0
-169.0114238,57.0,1.0
-168.2556049,57.0,1.0
-167.4997859,57.0,1.0
-166.743967,57.0,1.0
-165.9881481,57.0,1.0
-165.2323291,57.0,1.0
-164.4765102,57.0,1.0
-163.7206913,57.0,1.0
-162.9648723,57.0,1.0
-162.2090534,57.0,1.0
-161.4532345,57.0,1.0
-160.6974155,57.0,1.0
-159.9415966,57.0,1.0
-159.1857777,57.0,1.0
-158.4299587,57.0,1.0
-157.6741398,57.0,1.0
-156.9183209,57.0,1.0
-156.162502,57.0,1.0
-155.406683,57.0,1.0
-154.6508641,57.0,1.0
-153.8950452,57.0,1.0
-153.1392262,57.0,1.0
-152.3834073,57.0,1.0
-151.6275884,57.0,1.0
-150.8717694,57.0,1.0
-150.1159505,57.0,1.0
-149.3601316,57.0,1.0
-148.6043126,57.0,1.0
-147.8484937,57.0,1.0
-147.0926748,57.0,1.0
-146.3368558,57.0,1.0
-145.5810369,57.0,1.0
-144.825218,57.0,1.0
-144.069399,57.0,1.0
-143.3135801,57.0,1.0
-142.5577612,57.0,1.0
-141.8019422,57.0,1.0
-141.0461233,57.0,1.0
-140.2903044,57.0,1.0
-139.5344855,57.0,1.0
-138.7786665,57.0,1.0
-138.0228476,57.0,1.0
-137.2670287,57.0,1.0
-136.5112097,57.0,1.0
-135.7553908,57.0,1.0
-134.9995719,57.0,1.0
-134.2437529,57.0,1.0
-133.487934,57.0,1.0
-132.7321151,57.0,1.0
-131.9762961,57.0,1.0
-131.2204772,57.0,1.0
-130.4646583,57.0,1.0
-129.7088393,57.0,1.0
-128.9530204,57.0,1.0
-128.1972015,57.0,1.0
-127.4413825,57.0,1.0
-126.6855636,57.0,1.0
-125.92974470000001,57.0,1.0
-125.1739257,57.0,1.0
-124.4181068,57.0,1.0
-123.6622879,57.0,1.0
-122.906469,57.0,1.0
-122.15065,57.0,1.0
-121.3948311,57.0,1.0
-120.6390122,57.0,1.0
-119.8831932,57.0,1.0
-119.1273743,57.0,1.0
-118.3715554,57.0,1.0
-117.6157364,57.0,1.0
-116.8599175,57.0,1.0
-116.1040986,57.0,1.0
-115.3482796,57.0,1.0
-114.5924607,57.0,1.0
-113.8366418,57.0,1.0
-113.0808228,57.0,1.0
-112.3250039,57.0,1.0
-111.569185,57.0,1.0
-110.813366,57.0,1.0
-110.0575471,57.0,1.0
-109.3017282,57.0,1.0
-108.5459092,57.0,1.0
-107.7900903,57.0,1.0
-107.0342714,57.0,1.0
-106.2784524,57.0,1.0
-105.5226335,57.0,1.0
-104.7668146,57.0,1.0
-104.0109957,57.0,1.0
-103.2551767,57.0,1.0
-102.4993578,57.0,1.0
-101.7435389,57.0,1.0
-100.9877199,57.0,1.0
-100.231901,57.0,1.0
-99.47608206,57.0,1.0
-98.73654251,56.9972843609696,1.0
-97.99704341,56.98915355096003,1.0
-97.25762519,56.97560879138461,1.0
-96.51832832,56.95665086579031,1.0
-95.7791932,56.93228088323609,1.0
-95.04026029,56.902500241636986,1.0
-94.30156997,56.867310675579134,1.0
