x hauteur réelle,y hauteur réelle
360.0,54.00000000000001
358.501068,54.00000000000001
357.002136,54.00000000000001
355.503204,54.00000000000001
354.004242,54.00000000000001
352.50531,54.00000000000001
351.006378,54.00000000000001
349.507446,54.00000000000001
348.008514,54.00000000000001
346.509583,54.00000000000001
345.010651,54.00000000000001
343.511719,54.00000000000001
342.012756,54.00000000000001
340.513824,54.00000000000001
339.014893,54.00000000000001
337.515961,54.00000000000001
336.017029,54.00000000000001
334.518097,54.00000000000001
333.019165,54.00000000000001
331.520233,54.00000000000001
330.021271,54.00000000000001
328.522339,54.00000000000001
327.023407,54.00000000000001
325.524475,54.00000000000001
324.025543,54.00000000000001
322.526611,54.00000000000001
321.027679,54.00000000000001
319.528748,54.00000000000001
318.029785,54.00000000000001
316.530853,54.00000000000001
315.031921,54.00000000000001
313.53299,54.00000000000001
312.034058,54.00000000000001
310.535126,54.00000000000001
309.036194,54.00000000000001
307.537231,54.00000000000001
306.0383,54.00000000000001
304.539368,54.00000000000001
303.040436,54.00000000000001
301.541504,54.00000000000001
300.042572,54.00000000000001
298.54364,54.00000000000001
297.044708,54.00000000000001
295.545746,54.00000000000001
294.046814,54.00000000000001
292.547882,54.00000000000001
291.04895,54.00000000000001
289.550018,54.00000000000001
288.051086,54.00000000000001
286.552155,54.00000000000001
285.053223,54.00000000000001
283.55426,54.00000000000001
282.055328,54.00000000000001
280.556396,54.00000000000001
279.057465,54.00000000000001
277.558533,54.00000000000001
276.059601,54.00000000000001
274.560669,54.00000000000001
273.061737,54.00000000000001
271.562775,54.00000000000001
270.063843,54.00000000000001
268.564911,54.00000000000001
267.065979,54.00000000000001
265.567047,54.00000000000001
264.068115,54.00000000000001
262.569183,54.00000000000001
261.070221,54.00000000000001
259.571289,54.00000000000001
258.072357,54.00000000000001
256.573425,54.00000000000001
255.07449300000002,54.00000000000001
253.575562,54.00000000000001
252.07661400000003,54.00000000000001
250.577682,54.00000000000001
249.078751,54.00000000000001
247.579819,54.00000000000001
246.080872,54.00000000000001
244.58194,54.00000000000001
243.083008,54.00000000000001
241.584076,54.00000000000001
240.085129,54.00000000000001
238.586197,54.00000000000001
237.087265,54.00000000000001
235.588333,54.00000000000001
234.089386,54.00000000000001
232.590454,54.00000000000001
231.091522,54.00000000000001
229.59259,54.00000000000001
