Diamètre moteur+chemise,x hauteur réelle
51.00000000000001,360.0
51.00000000000001,358.501068
51.00000000000001,357.002136
51.00000000000001,355.503204
51.00000000000001,354.004242
51.00000000000001,352.50531
51.00000000000001,351.006378
51.00000000000001,349.507446
51.00000000000001,348.008514
51.00000000000001,346.509583
51.00000000000001,345.010651
51.00000000000001,343.511719
51.00000000000001,342.012756
51.00000000000001,340.513824
51.00000000000001,339.014893
51.00000000000001,337.515961
51.00000000000001,336.017029
51.00000000000001,334.518097
51.00000000000001,333.019165
51.00000000000001,331.520233
51.00000000000001,330.021271
51.00000000000001,328.522339
51.00000000000001,327.023407
51.00000000000001,325.524475
51.00000000000001,324.025543
51.00000000000001,322.526611
51.00000000000001,321.027679
51.00000000000001,319.528748
51.00000000000001,318.029785
51.00000000000001,316.530853
51.00000000000001,315.031921
51.00000000000001,313.53299
51.00000000000001,312.034058
51.00000000000001,310.535126
51.00000000000001,309.036194
51.00000000000001,307.537231
51.00000000000001,306.0383
51.00000000000001,304.539368
51.00000000000001,303.040436
51.00000000000001,301.541504
51.00000000000001,300.042572
51.00000000000001,298.54364
51.00000000000001,297.044708
51.00000000000001,295.545746
51.00000000000001,294.046814
51.00000000000001,292.547882
51.00000000000001,291.04895
51.00000000000001,289.550018
51.00000000000001,288.051086
51.00000000000001,286.552155
51.00000000000001,285.053223
51.00000000000001,283.55426
51.00000000000001,282.055328
51.00000000000001,280.556396
51.00000000000001,279.057465
51.00000000000001,277.558533
51.00000000000001,276.059601
51.00000000000001,274.560669
51.00000000000001,273.061737
51.00000000000001,271.562775
51.00000000000001,270.063843
51.00000000000001,268.564911
51.00000000000001,267.065979
51.00000000000001,265.567047
51.00000000000001,264.068115
51.00000000000001,262.569183
51.00000000000001,261.070221
51.00000000000001,259.571289
51.00000000000001,258.072357
51.00000000000001,256.573425
51.00000000000001,255.07449300000002
51.00000000000001,253.575562
51.00000000000001,252.07661400000003
51.00000000000001,250.577682
51.00000000000001,249.078751
51.00000000000001,247.579819
51.00000000000001,246.080872
51.00000000000001,244.58194
51.00000000000001,243.083008
51.00000000000001,241.584076
51.00000000000001,240.085129
51.00000000000001,238.586197
51.00000000000001,237.087265
51.00000000000001,235.588333
51.00000000000001,234.089386
51.00000000000001,232.590454
51.00000000000001,231.091522
51.00000000000001,229.59259
51.00000000000001,228.093643
51.00000000000001,226.594711
51.00000000000001,225.095779
51.00000000000001,223.596848
51.00000000000001,222.0979
51.00000000000001,220.598969
51.00000000000001,219.100037
51.00000000000001,217.601105
51.00000000000001,216.102158
51.00000000000001,214.603226
51.00000000000001,213.104294
51.00000000000001,211.605347
51.00000000000001,210.106415
51.00000000000001,208.607483
51.00000000000001,207.108551
51.00000000000001,205.609604
51.00000000000001,204.110672
51.00000000000001,202.61174
51.00000000000001,201.112808
51.00000000000001,199.613861
51.00000000000001,198.114929
51.00000000000001,196.615997
51.00000000000001,195.117065
51.00000000000001,193.618118
51.00000000000001,192.119186
51.00000000000001,190.620255
51.00000000000001,189.121323
51.00000000000001,187.622375
51.00000000000001,186.123444
51.00000000000001,184.624512
51.00000000000001,183.12558
51.00000000000001,181.626633
51.00000000000001,180.127701
51.00000000000001,178.628769
51.00000000000001,177.129837
51.00000000000001,175.63089
51.00000000000001,174.131958
51.00000000000001,172.633026
51.00000000000001,171.134094
51.00000000000001,169.635147
51.00000000000001,168.136215
51.00000000000001,166.637283
51.00000000000001,165.138336
51.00000000000001,163.639404
51.00000000000001,162.140472
51.00000000000001,160.641541
51.00000000000001,159.142593
51.00000000000001,157.643661
51.00000000000001,156.14473
51.00000000000001,154.645798
51.00000000000001,153.146851
51.00000000000001,151.647919
51.00000000000001,150.148987
51.00000000000001,148.650055
51.00000000000001,147.151108
51.00000000000001,145.652176
51.00000000000001,144.153244
51.00000000000001,142.654312
51.00000000000001,141.155365
51.00000000000001,139.656433
51.00000000000001,138.157501
51.00000000000001,136.658569
51.00000000000001,135.159622
51.00000000000001,133.66069
51.00000000000001,132.161758
51.00000000000001,130.662827
51.00000000000001,129.163879
51.00000000000001,127.664948
51.00000000000001,126.16601599999998
51.00000000000001,124.667076
51.00000000000001,123.168144
51.00000000000001,121.669205
51.00000000000001,120.170273
51.00000000000001,118.671333
51.00000000000001,117.172394
51.00000000000001,115.673462
51.00000000000001,114.174522
51.00000000000001,112.675591
51.00000000000001,111.176651
51.00000000000001,109.677719
51.00000000000001,108.17878
51.00000000000001,106.679848
51.00000000000001,105.180908
51.00000000000001,103.681976
51.00000000000001,102.183037
51.00000000000001,100.684105
51.00000000000001,99.185165
51.00000000000001,97.686234
51.00000000000001,96.187294
51.00000000000001,94.688362
51.00000000000001,93.189423
51.00000000000001,91.690491
51.00000000000001,90.191551
51.00000000000001,88.692619
51.00000000000001,87.19368
51.00000000000001,85.694748
51.00000000000001,84.195808
51.00000000000001,82.696877
51.00000000000001,81.197937
51.00000000000001,79.699005
51.00000000000001,78.200066
51.00000000000001,76.701134
51.00000000000001,75.202194
51.00000000000001,73.703262
51.00000000000001,72.204323
51.00000000000001,70.705383
51.00000000000001,69.206451
51.00000000000001,67.707512
51.00000000000001,66.20858
51.00000000000001,64.709641
51.00000000000001,63.210709
51.00000000000001,61.6584952035247
50.99590632319796,60.213373487605544
50.88843709740662,59.98112617438897
50.78097157729572,59.74875917510334
50.67349532319795,59.51652764517261
50.56602609740661,59.28428083994087
50.45855632319795,59.05199834756377
50.35108624233949,58.81979367233031
50.243620743535644,58.587495129811536
50.13614801198328,58.35523610321388
50.02867440863547,58.12310442632603
49.92120901198328,57.890821993694686
49.813738743535644,57.65858008264113
49.7062652423395,57.42644512101219
49.59879717826668,57.19420571083969
49.49132624233949,56.9620658014656
49.38385815690006,56.72985169073746
49.27638874353565,56.49764433640415
49.168916097406616,56.26553401234028
49.06144632319795,56.03338661251433
48.953979577295726,55.80113429314569
48.846500843540404,55.56916178780555
48.73904057729573,55.336905394864445
48.63156774353564,55.10476351974019
48.52409167720094,54.87276203370734
48.41662874353565,54.64053316313782
48.30915182217572,54.40856305865641
48.20169059864623,54.17637867016854
48.094219577295725,53.94423556611186
47.986740822175705,53.71230796946991
47.87927959864624,53.48012279772064
47.77180432319795,53.248091733784705
47.664334242339486,53.01608198858043
47.556867011983286,52.78395577276317
47.44939340863547,52.552027777972256
47.34193057729572,52.31988580995681
47.234455178266685,52.08789261391075
47.12698424233948,51.855918732676066
47.01951532319796,51.62391646670075
46.9120494324208,51.391811485739346
46.80457240863547,51.15995040522346
46.697106156900084,50.92791743203078
46.589637598646235,50.695874231390874
46.48215982217569,50.46404543120901
46.37469774353565,50.23197454033056
46.26722509740662,50.00008703301979
46.15975615690007,49.76811668036681
46.05228674353563,49.5361282003898
45.944810677200955,49.30431900985951
45.837347743535645,49.072325955211014
45.729877577295724,48.84034117848754
45.622398843540395,48.608610947066765
45.51493857729573,48.376535782438815
45.40745898852965,48.144833506920115
45.29999957729573,47.91281948662378
45.19252759864623,47.680912976807896
45.08504982217571,47.449188516034525
44.97758774353566,47.21723685413104
